Time,Open,High,Low,Close,Volume
2024-11-22 19:00:00-05:00,3330.49,3368.0,3315.18,3343.57,164246.14
2024-11-22 15:00:00-05:00,3284.93,3332.9,3275.1,3330.49,120401.61
2024-11-22 11:00:00-05:00,3316.6,3324.86,3266.0,3284.93,184006.85
2024-11-22 07:00:00-05:00,3347.99,3360.38,3260.0,3316.6,400891.37
2024-11-22 03:00:00-05:00,3365.15,3388.3,3313.62,3347.99,210370.66
2024-11-21 23:00:00-05:00,3369.06,3432.0,3357.6,3365.15,261711.23
2024-11-21 19:00:00-05:00,3358.87,3384.44,3307.0,3369.06,230536.68
2024-11-21 15:00:00-05:00,3349.92,3382.9,3336.71,3358.87,175725.96
2024-11-21 11:00:00-05:00,3280.0,3391.4,3280.0,3349.92,388421.37
2024-11-21 07:00:00-05:00,3150.29,3376.88,3148.46,3280.0,1043672.9
2024-11-21 03:00:00-05:00,3139.51,3157.83,3120.02,3150.29,165764.06
2024-11-20 23:00:00-05:00,3083.35,3147.01,3082.0,3139.51,287129.96
2024-11-20 19:00:00-05:00,3071.1,3103.68,3033.33,3083.35,159381.19
2024-11-20 15:00:00-05:00,3059.04,3094.57,3045.15,3071.1,122349.63
2024-11-20 11:00:00-05:00,3132.19,3137.39,3030.04,3059.04,336065.77
2024-11-20 07:00:00-05:00,3101.87,3162.0,3083.1,3132.19,338855.43
2024-11-20 03:00:00-05:00,3111.64,3138.2,3085.31,3101.87,138592.9
2024-11-19 23:00:00-05:00,3098.55,3117.96,3089.59,3111.64,62496.56
2024-11-19 19:00:00-05:00,3109.37,3133.33,3072.6,3098.55,130404.96
2024-11-19 15:00:00-05:00,3124.63,3134.0,3066.63,3109.37,233130.03
2024-11-19 11:00:00-05:00,3107.03,3148.64,3101.57,3124.63,159944.37
2024-11-19 07:00:00-05:00,3128.79,3152.96,3075.07,3107.03,236355.9
2024-11-19 03:00:00-05:00,3120.17,3133.0,3091.7,3128.79,140595.23
2024-11-18 23:00:00-05:00,3151.08,3162.49,3109.9,3120.17,145755.13
2024-11-18 19:00:00-05:00,3210.93,3225.39,3145.0,3151.08,167482.84
2024-11-18 15:00:00-05:00,3129.56,3228.22,3124.79,3210.93,257389.59
2024-11-18 11:00:00-05:00,3146.8,3203.75,3092.03,3129.56,424024.69
2024-11-18 07:00:00-05:00,3058.59,3161.77,3052.06,3146.8,314863.91
2024-11-18 03:00:00-05:00,3133.95,3144.18,3052.84,3058.59,196946.8
2024-11-17 23:00:00-05:00,3115.3,3154.72,3099.2,3133.95,133133.41
2024-11-17 19:00:00-05:00,3078.03,3127.7,3071.4,3115.3,106440.86
2024-11-17 15:00:00-05:00,3100.99,3110.56,3044.18,3078.03,174142.19
2024-11-17 11:00:00-05:00,3088.06,3118.8,3073.19,3100.99,125370.73
2024-11-17 07:00:00-05:00,3107.26,3129.45,3068.54,3088.06,153981.98
2024-11-17 03:00:00-05:00,3139.44,3165.76,3102.6,3107.26,164366.13
2024-11-16 23:00:00-05:00,3081.84,3150.65,3076.86,3139.44,161916.61
2024-11-16 19:00:00-05:00,3134.77,3156.02,3035.04,3081.84,217553.99
